plm_oid,plm_leftobj,plm_rightobj,plm_createtime,plm_order,plm_jianhao,plm_number
89,813,71,"2018-09-15 21:36:01",17,26,21
90,820,72,"2018-09-15 21:36:01",29,7,21
91,821,73,"2018-09-15 21:36:01",40,50,13
92,822,73,"2018-09-15 21:36:01",18,37,9
93,824,74,"2018-09-15 21:36:01",20,23,14
94,827,75,"2018-09-15 21:36:01",34,18,38
95,817,76,"2018-09-15 21:36:01",3,42,28
96,825,77,"2018-09-15 21:36:01",15,43,47
97,788,77,"2018-09-15 21:36:01",4,17,33
98,795,78,"2018-09-15 21:36:01",49,46,27
99,786,79,"2018-09-15 21:36:01",24,40,38
100,829,79,"2018-09-15 21:36:01",7,19,46
101,830,79,"2018-09-15 21:36:01",17,20,37
102,796,80,"2018-09-15 21:36:01",28,43,38
103,787,81,"2018-09-15 21:36:01",8,36,8
104,789,82,"2018-09-15 21:36:01",35,19,48
105,802,83,"2018-09-15 21:36:01",50,42,40
106,790,84,"2018-09-15 21:36:01",17,32,32
107,791,85,"2018-09-15 21:36:01",4,40,19
108,792,86,"2018-09-15 21:36:01",0,8,19
109,793,87,"2018-09-15 21:36:01",28,37,25
110,794,88,"2018-09-15 21:36:01",30,29,15
111,803,89,"2018-09-15 21:36:01",22,26,10
112,797,90,"2018-09-15 21:36:01",1,5,19
113,798,91,"2018-09-15 21:36:01",35,12,4
114,817,92,"2018-09-15 21:36:01",44,28,20
115,813,92,"2018-09-15 21:36:01",47,10,22
116,799,93,"2018-09-15 21:36:01",26,50,3
117,801,94,"2018-09-15 21:36:01",28,11,42
118,805,95,"2018-09-15 21:36:01",41,9,23
119,806,96,"2018-09-15 21:36:01",46,35,31
120,807,97,"2018-09-15 21:36:01",26,32,46
121,825,98,"2018-09-15 21:36:01",46,50,16
122,808,99,"2018-09-15 21:36:01",50,50,48
123,795,100,"2018-09-15 21:36:01",14,39,35
124,788,100,"2018-09-15 21:36:01",36,41,44
125,809,101,"2018-09-15 21:36:01",43,14,3
126,802,102,"2018-09-15 21:36:01",12,10,34
127,796,102,"2018-09-15 21:36:01",17,0,40
128,810,103,"2018-09-15 21:36:01",33,14,12
129,803,104,"2018-09-15 21:36:01",33,35,2
130,813,104,"2018-09-15 21:36:01",41,11,22
131,811,105,"2018-09-15 21:36:01",29,50,36
132,814,106,"2018-09-15 21:36:01",33,49,0
133,817,107,"2018-09-15 21:36:01",16,22,25
134,825,108,"2018-09-15 21:36:01",29,10,21
135,815,109,"2018-09-15 21:36:01",30,18,28
136,818,110,"2018-09-15 21:36:01",27,20,42
137,819,111,"2018-09-15 21:36:01",27,49,45
138,820,112,"2018-09-15 21:36:01",25,33,30
139,821,113,"2018-09-15 21:36:01",16,16,30
140,795,114,"2018-09-15 21:36:01",13,6,44
141,788,114,"2018-09-15 21:36:01",10,46,5
142,822,115,"2018-09-15 21:36:01",37,25,33
143,824,116,"2018-09-15 21:36:01",33,4,43
144,827,117,"2018-09-15 21:36:01",29,32,47
145,829,118,"2018-09-15 21:36:01",26,26,40
146,830,119,"2018-09-15 21:36:01",16,40,47
147,802,120,"2018-09-15 21:36:01",49,30,28
148,796,120,"2018-09-15 21:36:01",17,24,49
149,803,121,"2018-09-15 21:36:01",2,10,33
150,813,121,"2018-09-15 21:36:01",38,36,24
151,817,122,"2018-09-15 21:36:01",16,32,6
152,825,122,"2018-09-15 21:36:01",22,40,16
153,788,123,"2018-09-15 21:36:01",26,48,30
154,786,124,"2018-09-15 21:36:01",34,6,50
155,787,125,"2018-09-15 21:36:01",5,49,33
156,789,126,"2018-09-15 21:36:01",50,31,34
157,790,127,"2018-09-15 21:36:01",7,41,15
158,795,128,"2018-09-15 21:36:01",44,21,15
159,802,129,"2018-09-15 21:36:01",5,44,27
160,796,129,"2018-09-15 21:36:01",22,9,6
161,803,130,"2018-09-15 21:36:01",43,10,28
162,813,130,"2018-09-15 21:36:01",48,33,43
163,817,131,"2018-09-15 21:36:01",35,8,19
164,825,131,"2018-09-15 21:36:01",19,8,28
165,791,132,"2018-09-15 21:36:01",10,30,1
166,792,133,"2018-09-15 21:36:01",23,1,4
167,793,134,"2018-09-15 21:36:01",8,24,10
168,794,134,"2018-09-15 21:36:01",48,36,9
169,797,135,"2018-09-15 21:36:01",35,43,50
170,798,136,"2018-09-15 21:36:01",34,46,27
171,799,137,"2018-09-15 21:36:01",9,38,17
172,795,138,"2018-09-15 21:36:01",23,43,17
173,788,138,"2018-09-15 21:36:01",33,2,17
174,801,139,"2018-09-15 21:36:01",43,9,24
175,805,140,"2018-09-15 21:36:01",17,27,31
176,796,141,"2018-09-15 21:36:01",13,20,1
177,806,142,"2018-09-15 21:36:01",1,23,12
178,802,143,"2018-09-15 21:36:01",2,33,26
179,803,143,"2018-09-15 21:36:01",38,37,37
180,817,144,"2018-09-15 21:36:01",48,24,23
181,813,144,"2018-09-15 21:36:01",29,7,16
182,807,145,"2018-09-15 21:36:01",33,31,17
183,808,146,"2018-09-15 21:36:01",1,44,11
184,809,147,"2018-09-15 21:36:01",18,0,5
185,810,148,"2018-09-15 21:36:01",4,31,13
186,811,149,"2018-09-15 21:36:01",26,30,42
187,814,150,"2018-09-15 21:36:01",40,1,48
188,815,151,"2018-09-15 21:36:01",6,50,31
189,825,152,"2018-09-15 21:36:01",35,42,31
190,788,152,"2018-09-15 21:36:01",42,25,32
191,818,153,"2018-09-15 21:36:01",23,2,22
192,795,154,"2018-09-15 21:36:01",15,44,34
193,819,155,"2018-09-15 21:36:01",10,25,45
194,802,156,"2018-09-15 21:36:01",13,29,44
195,796,156,"2018-09-15 21:36:01",20,9,8
196,803,157,"2018-09-15 21:36:01",18,46,48
197,813,158,"2018-09-15 21:36:01",37,46,31
198,820,159,"2018-09-15 21:36:01",47,41,33
199,821,160,"2018-09-15 21:36:01",0,43,9
200,817,161,"2018-09-15 21:36:01",9,40,12
201,822,162,"2018-09-15 21:36:01",15,40,1
202,824,163,"2018-09-15 21:36:01",30,35,24
203,827,164,"2018-09-15 21:36:01",40,19,24
204,829,165,"2018-09-15 21:36:01",25,27,33
205,830,166,"2018-09-15 21:36:01",42,41,8
206,825,167,"2018-09-15 21:36:01",47,37,1
207,786,168,"2018-09-15 21:36:01",15,31,39
208,787,169,"2018-09-15 21:36:01",20,43,3
209,789,170,"2018-09-15 21:36:01",27,3,41
210,788,171,"2018-09-15 21:36:01",26,50,46
211,795,172,"2018-09-15 21:36:01",29,25,18
212,790,173,"2018-09-15 21:36:01",3,35,18
213,791,174,"2018-09-15 21:36:01",24,11,21
214,796,175,"2018-09-15 21:36:01",33,39,50
215,792,176,"2018-09-15 21:36:01",40,1,16
216,802,177,"2018-09-15 21:36:01",29,4,38
217,803,177,"2018-09-15 21:36:01",19,4,42
218,793,178,"2018-09-15 21:36:01",30,14,34
219,813,179,"2018-09-15 21:36:01",44,11,6
220,794,180,"2018-09-15 21:36:01",9,32,25
221,797,181,"2018-09-15 21:36:01",35,34,6
222,798,182,"2018-09-15 21:36:01",49,32,0
223,799,183,"2018-09-15 21:36:01",48,10,4
224,817,184,"2018-09-15 21:36:01",14,7,18
225,825,184,"2018-09-15 21:36:01",15,31,15
226,801,185,"2018-09-15 21:36:01",14,5,49
227,788,186,"2018-09-15 21:36:01",47,5,49
228,795,187,"2018-09-15 21:36:01",30,45,49
229,805,188,"2018-09-15 21:36:01",40,45,47
230,806,189,"2018-09-15 21:36:01",41,4,49
231,807,190,"2018-09-15 21:36:01",14,18,36
232,808,191,"2018-09-15 21:36:01",11,24,34
233,809,192,"2018-09-15 21:36:01",38,50,43
234,810,192,"2018-09-15 21:36:01",11,5,10
235,811,193,"2018-09-15 21:36:01",30,26,40
236,814,194,"2018-09-15 21:36:01",39,9,48
237,815,195,"2018-09-15 21:36:01",2,40,45
238,818,196,"2018-09-15 21:36:01",26,48,41
239,802,197,"2018-09-15 21:36:01",35,50,45
240,796,197,"2018-09-15 21:36:01",40,19,25
241,819,198,"2018-09-15 21:36:01",29,13,25
242,820,199,"2018-09-15 21:36:01",17,13,41
243,821,200,"2018-09-15 21:36:01",2,11,34
244,822,201,"2018-09-15 21:36:01",8,22,47
245,803,202,"2018-09-15 21:36:01",31,14,14
246,813,202,"2018-09-15 21:36:01",7,33,4
247,1,203,"2018-09-15 21:36:01",15,28,48
248,2,204,"2018-09-15 21:36:01",36,4,48
249,4,205,"2018-09-15 21:36:01",14,43,43
250,7,206,"2018-09-15 21:36:01",28,30,35
251,1806,207,"2018-09-15 21:36:01",22,42,38
252,1806,208,"2018-09-15 21:36:01",26,5,35
253,210,209,"2018-09-15 21:36:01",18,26,0
254,797,210,"2018-09-15 21:36:01",32,12,21
255,213,211,"2018-09-15 21:36:01",36,42,16
256,214,212,"2018-09-15 21:36:01",1,13,46
257,798,213,"2018-09-15 21:36:01",23,5,9
258,799,214,"2018-09-15 21:36:01",2,8,29
259,801,215,"2018-09-15 21:36:01",40,4,24
260,217,216,"2018-09-15 21:36:01",40,25,43
261,215,216,"2018-09-15 21:36:01",20,0,47
262,805,217,"2018-09-15 21:36:01",25,25,34
263,221,218,"2018-09-15 21:36:01",37,36,47
264,232,219,"2018-09-15 21:36:01",42,35,46
265,227,219,"2018-09-15 21:36:01",13,42,10
266,1343,220,"2018-09-15 21:36:01",36,27,11
267,806,221,"2018-09-15 21:36:01",9,29,18
268,1812,222,"2018-09-15 21:36:01",1,0,32
269,233,223,"2018-09-15 21:36:01",21,6,42
270,248,224,"2018-09-15 21:36:01",8,16,26
271,244,224,"2018-09-15 21:36:01",41,19,37
272,251,225,"2018-09-15 21:36:01",41,9,37
273,253,225,"2018-09-15 21:36:01",7,32,4
274,254,226,"2018-09-15 21:36:01",30,4,30
275,807,227,"2018-09-15 21:36:01",24,8,11
276,260,228,"2018-09-15 21:36:01",21,8,38
277,284,229,"2018-09-15 21:36:01",21,32,24
278,788,229,"2018-09-15 21:36:01",19,30,46
279,1343,230,"2018-09-15 21:36:01",48,17,33
280,795,231,"2018-09-15 21:36:01",38,33,6
281,808,232,"2018-09-15 21:36:01",12,25,46
282,809,233,"2018-09-15 21:36:01",13,5,37
283,1812,234,"2018-09-15 21:36:01",50,13,23
284,802,235,"2018-09-15 21:36:01",7,40,17
285,796,235,"2018-09-15 21:36:01",4,7,5
286,803,236,"2018-09-15 21:36:01",0,16,36
287,813,237,"2018-09-15 21:36:01",36,37,42
288,817,238,"2018-09-15 21:36:01",46,8,22
289,1343,239,"2018-09-15 21:36:01",10,33,8
290,825,240,"2018-09-15 21:36:01",37,25,15
291,1569,241,"2018-09-15 21:36:01",34,32,39
292,1437,241,"2018-09-15 21:36:01",0,3,26
293,1666,242,"2018-09-15 21:36:01",32,35,9
294,1667,242,"2018-09-15 21:36:01",39,9,9
295,1717,243,"2018-09-15 21:36:01",13,11,48
296,810,244,"2018-09-15 21:36:01",22,38,27
297,1724,245,"2018-09-15 21:36:01",8,25,27
298,1725,245,"2018-09-15 21:36:01",34,21,34
299,1812,246,"2018-09-15 21:36:01",31,4,37
300,1749,247,"2018-09-15 21:36:01",19,36,43
301,1823,247,"2018-09-15 21:36:01",24,23,23
302,811,248,"2018-09-15 21:36:01",23,10,1
303,1915,249,"2018-09-15 21:36:01",23,30,6
304,1954,250,"2018-09-15 21:36:01",48,25,32
305,1995,250,"2018-09-15 21:36:01",42,24,33
306,814,251,"2018-09-15 21:36:01",5,15,3
307,2002,252,"2018-09-15 21:36:01",7,45,17
308,815,253,"2018-09-15 21:36:01",42,1,28
309,818,254,"2018-09-15 21:36:01",47,18,2
310,210,255,"2018-09-15 21:36:01",49,16,7
311,2075,255,"2018-09-15 21:36:01",21,19,42
312,213,256,"2018-09-15 21:36:01",28,45,3
313,214,257,"2018-09-15 21:36:01",15,48,42
314,215,258,"2018-09-15 21:36:01",29,1,41
315,217,259,"2018-09-15 21:36:01",16,5,8
316,819,260,"2018-09-15 21:36:01",23,0,4
317,1773,261,"2018-09-15 21:36:01",14,39,15
318,1773,262,"2018-09-15 21:36:01",30,30,37
319,1773,263,"2018-09-15 21:36:01",39,32,9
320,1773,264,"2018-09-15 21:36:01",21,44,19
321,1773,265,"2018-09-15 21:36:01",3,48,14
322,1773,266,"2018-09-15 21:36:01",11,0,20
323,1773,267,"2018-09-15 21:36:01",13,36,50
324,1773,268,"2018-09-15 21:36:01",39,17,43
325,1773,269,"2018-09-15 21:36:01",17,41,42
326,1706,270,"2018-09-15 21:36:01",41,9,18
327,1706,271,"2018-09-15 21:36:01",14,18,18
328,1706,272,"2018-09-15 21:36:01",39,35,31
329,1706,273,"2018-09-15 21:36:01",50,45,43
330,982,274,"2018-09-15 21:36:01",49,34,31
331,982,275,"2018-09-15 21:36:01",1,47,19
332,1969,276,"2018-09-15 21:36:01",24,1,16
333,2002,277,"2018-09-15 21:36:01",14,49,6
334,284,278,"2018-09-15 21:36:01",41,26,3
335,788,279,"2018-09-15 21:36:01",47,45,29
336,795,280,"2018-09-15 21:36:01",40,4,49
337,796,281,"2018-09-15 21:36:01",39,4,37
338,802,282,"2018-09-15 21:36:01",22,50,48
339,803,283,"2018-09-15 21:36:01",19,42,11
340,1773,284,"2018-09-15 21:36:01",7,23,48
341,1992,285,"2018-09-15 21:36:01",45,24,44
342,834,285,"2018-09-15 21:36:01",46,16,30
343,1787,286,"2018-09-15 21:36:01",32,22,3
344,1942,286,"2018-09-15 21:36:01",40,2,0
345,1992,287,"2018-09-15 21:36:01",13,8,32
346,834,288,"2018-09-15 21:36:01",25,46,2
347,1787,288,"2018-09-15 21:36:01",9,24,4
348,1992,289,"2018-09-15 21:36:01",19,29,29
349,1942,289,"2018-09-15 21:36:01",22,45,17
350,834,290,"2018-09-15 21:36:01",3,36,40
351,1787,291,"2018-09-15 21:36:01",47,9,40
352,1992,292,"2018-09-15 21:36:01",37,27,3
353,1942,292,"2018-09-15 21:36:01",3,24,41
354,834,293,"2018-09-15 21:36:01",35,22,35
355,1787,294,"2018-09-15 21:36:01",25,8,9
356,1942,294,"2018-09-15 21:36:01",7,49,13
357,1992,295,"2018-09-15 21:36:01",29,25,21
358,834,296,"2018-09-15 21:36:01",21,28,0
359,1787,296,"2018-09-15 21:36:01",48,19,39
360,1942,297,"2018-09-15 21:36:01",23,44,30
361,1992,298,"2018-09-15 21:36:01",21,18,47
362,834,299,"2018-09-15 21:36:01",37,48,13
363,1787,300,"2018-09-15 21:36:01",19,12,47
364,1942,301,"2018-09-15 21:36:01",9,7,7
365,1992,302,"2018-09-15 21:36:01",3,36,43
366,834,303,"2018-09-15 21:36:01",42,18,10
367,1787,303,"2018-09-15 21:36:01",17,35,39
368,1942,304,"2018-09-15 21:36:01",18,14,4
369,1992,305,"2018-09-15 21:36:01",22,5,18
370,834,305,"2018-09-15 21:36:01",38,35,26
371,1787,306,"2018-09-15 21:36:01",26,47,10
372,1942,306,"2018-09-15 21:36:01",12,5,34
373,1992,307,"2018-09-15 21:36:01",5,4,21
374,834,308,"2018-09-15 21:36:01",0,36,33
375,1787,309,"2018-09-15 21:36:01",25,47,50
376,1942,309,"2018-09-15 21:36:01",49,12,36
377,1992,310,"2018-09-15 21:36:01",7,12,39
378,834,311,"2018-09-15 21:36:01",22,43,9
379,1787,312,"2018-09-15 21:36:01",26,11,49
380,1942,313,"2018-09-15 21:36:01",36,41,25
381,1992,314,"2018-09-15 21:36:01",46,34,46
382,834,315,"2018-09-15 21:36:01",26,13,22
383,1787,316,"2018-09-15 21:36:01",24,9,7
384,1942,317,"2018-09-15 21:36:01",21,32,45
385,1992,318,"2018-09-15 21:36:01",7,19,32
386,834,318,"2018-09-15 21:36:01",29,34,0
387,1787,319,"2018-09-15 21:36:01",36,44,35
388,1942,320,"2018-09-15 21:36:01",22,28,31
389,1992,321,"2018-09-15 21:36:01",18,17,50
390,834,321,"2018-09-15 21:36:01",48,18,19
391,1787,322,"2018-09-15 21:36:01",24,12,0
392,1942,323,"2018-09-15 21:36:01",23,3,23
393,1992,324,"2018-09-15 21:36:01",46,21,16
394,834,325,"2018-09-15 21:36:01",15,3,14
395,1787,326,"2018-09-15 21:36:01",38,13,23
396,1942,326,"2018-09-15 21:36:01",21,42,34
397,1992,327,"2018-09-15 21:36:01",50,40,6
398,834,328,"2018-09-15 21:36:01",38,36,44
399,1787,328,"2018-09-15 21:36:01",35,38,18
400,1942,329,"2018-09-15 21:36:01",24,0,30
401,1992,330,"2018-09-15 21:36:01",7,0,47
402,834,331,"2018-09-15 21:36:01",2,4,49
403,1787,332,"2018-09-15 21:36:01",26,46,7
404,1942,333,"2018-09-15 21:36:01",38,5,14
405,1992,334,"2018-09-15 21:36:01",50,30,1
406,834,334,"2018-09-15 21:36:01",22,6,25
407,1787,335,"2018-09-15 21:36:01",16,30,47
408,1992,336,"2018-09-15 21:36:01",14,13,37
409,1942,336,"2018-09-15 21:36:01",1,28,50
410,834,337,"2018-09-15 21:36:01",18,10,44
411,1787,338,"2018-09-15 21:36:01",37,32,39
412,1942,338,"2018-09-15 21:36:01",34,29,33
413,1992,339,"2018-09-15 21:36:01",38,21,25
414,834,340,"2018-09-15 21:36:01",4,5,22
415,1787,341,"2018-09-15 21:36:01",5,21,44
416,1942,341,"2018-09-15 21:36:01",39,21,42
417,1992,342,"2018-09-15 21:36:01",37,2,9
418,834,343,"2018-09-15 21:36:01",26,13,27
419,1787,344,"2018-09-15 21:36:01",43,0,40
420,1992,345,"2018-09-15 21:36:01",30,15,33
421,1942,345,"2018-09-15 21:36:01",7,28,27
422,834,346,"2018-09-15 21:36:01",24,29,43
423,796,347,"2018-09-15 21:36:01",23,21,45
424,802,348,"2018-09-15 21:36:01",7,17,22
425,803,349,"2018-09-15 21:36:01",8,42,37
426,817,350,"2018-09-15 21:36:01",8,6,28
427,813,350,"2018-09-15 21:36:01",3,12,47
428,825,351,"2018-09-15 21:36:01",28,2,13
429,1717,351,"2018-09-15 21:36:01",38,16,22
430,1737,352,"2018-09-15 21:36:01",46,14,14
431,1763,353,"2018-09-15 21:36:01",37,24,36
432,1806,354,"2018-09-15 21:36:01",12,8,12
433,284,355,"2018-09-15 21:36:01",27,8,36
434,788,356,"2018-09-15 21:36:01",13,42,40
435,795,357,"2018-09-15 21:36:01",3,31,38
436,796,358,"2018-09-15 21:36:01",10,46,38
437,802,359,"2018-09-15 21:36:01",50,48,47
438,803,360,"2018-09-15 21:36:01",13,14,20
439,817,361,"2018-09-15 21:36:01",8,28,39
440,813,361,"2018-09-15 21:36:01",15,43,32
441,825,362,"2018-09-15 21:36:01",42,9,29
442,1737,363,"2018-09-15 21:36:01",41,23,22
443,1717,363,"2018-09-15 21:36:01",24,7,1
444,1763,364,"2018-09-15 21:36:01",16,14,40
445,1806,365,"2018-09-15 21:36:01",24,11,14
446,284,366,"2018-09-15 21:36:01",43,10,45
447,795,367,"2018-09-15 21:36:01",19,26,2
448,788,367,"2018-09-15 21:36:01",38,41,44
449,796,367,"2018-09-15 21:36:01",35,32,44
450,802,368,"2018-09-15 21:36:01",21,2,27
451,795,369,"2018-09-15 21:36:01",15,11,37
452,796,370,"2018-09-15 21:36:01",38,24,29
453,802,371,"2018-09-15 21:36:01",23,1,33
454,803,372,"2018-09-15 21:36:01",1,39,20
455,813,373,"2018-09-15 21:36:01",26,46,12
456,817,374,"2018-09-15 21:36:01",13,4,9
457,798,375,"2018-09-15 21:36:01",21,49,29
458,799,376,"2018-09-15 21:36:01",7,2,23
459,801,377,"2018-09-15 21:36:01",23,2,28
460,805,378,"2018-09-15 21:36:01",28,19,25
461,806,379,"2018-09-15 21:36:01",3,46,11
462,807,380,"2018-09-15 21:36:01",21,19,25
463,808,381,"2018-09-15 21:36:01",32,9,46
464,809,382,"2018-09-15 21:36:01",6,21,45
465,810,383,"2018-09-15 21:36:01",41,33,32
466,811,384,"2018-09-15 21:36:01",37,30,45
467,814,385,"2018-09-15 21:36:01",6,18,12
468,815,386,"2018-09-15 21:36:01",19,44,17
469,818,387,"2018-09-15 21:36:01",9,1,36
470,819,388,"2018-09-15 21:36:01",20,37,0
471,820,389,"2018-09-15 21:36:01",45,25,22
472,821,390,"2018-09-15 21:36:01",0,30,29
473,825,391,"2018-09-15 21:36:01",29,1,14
474,788,392,"2018-09-15 21:36:01",21,22,22
475,795,393,"2018-09-15 21:36:01",37,34,4
476,796,394,"2018-09-15 21:36:01",46,28,28
477,802,395,"2018-09-15 21:36:01",22,23,3
478,1787,396,"2018-09-15 21:36:01",11,49,15
479,1787,397,"2018-09-15 21:36:01",34,9,27
480,1994,398,"2018-09-15 21:36:01",35,42,15
481,982,399,"2018-09-15 21:36:01",42,17,32
482,982,400,"2018-09-15 21:36:01",12,44,6
483,982,401,"2018-09-15 21:36:01",23,10,19
484,1671,402,"2018-09-15 21:36:01",21,44,29
485,1343,403,"2018-09-15 21:36:01",11,48,40
486,1812,404,"2018-09-15 21:36:01",16,19,29
487,794,405,"2018-09-15 21:36:01",17,47,27
488,1343,406,"2018-09-15 21:36:01",4,0,22
489,1812,407,"2018-09-15 21:36:01",7,43,36
490,1343,408,"2018-09-15 21:36:01",18,27,46
491,1812,409,"2018-09-15 21:36:01",24,31,33
492,797,410,"2018-09-15 21:36:01",47,36,31
493,798,411,"2018-09-15 21:36:01",29,18,7
494,1343,412,"2018-09-15 21:36:01",2,15,26
495,799,413,"2018-09-15 21:36:01",16,28,37
496,1616,414,"2018-09-15 21:36:01",37,45,44
497,1616,415,"2018-09-15 21:36:01",34,28,42
498,1849,416,"2018-09-15 21:36:01",20,48,9
499,1343,417,"2018-09-15 21:36:01",41,17,41
500,1343,418,"2018-09-15 21:36:01",15,9,13
501,1806,419,"2018-09-15 21:36:01",8,49,5
502,1806,420,"2018-09-15 21:36:01",26,44,23
503,1806,421,"2018-09-15 21:36:01",8,19,41
504,1806,422,"2018-09-15 21:36:01",12,0,1
505,1806,423,"2018-09-15 21:36:01",34,41,12
506,1806,424,"2018-09-15 21:36:01",0,7,23
507,1806,425,"2018-09-15 21:36:01",0,23,50
508,1806,426,"2018-09-15 21:36:01",15,12,40
509,1806,427,"2018-09-15 21:36:01",30,29,26
510,1806,428,"2018-09-15 21:36:01",0,32,45
511,1806,429,"2018-09-15 21:36:01",6,42,2
512,1806,430,"2018-09-15 21:36:01",32,0,16
513,1806,431,"2018-09-15 21:36:01",48,5,25
514,1806,432,"2018-09-15 21:36:01",27,22,21
515,1806,433,"2018-09-15 21:36:01",12,50,13
516,1806,434,"2018-09-15 21:36:01",30,32,15
517,1806,435,"2018-09-15 21:36:01",30,27,16
518,1806,436,"2018-09-15 21:36:01",12,49,35
519,1806,437,"2018-09-15 21:36:01",42,8,8
520,1806,438,"2018-09-15 21:36:01",46,31,9
521,1806,439,"2018-09-15 21:36:01",39,23,49
522,1806,440,"2018-09-15 21:36:01",3,7,50
523,1806,441,"2018-09-15 21:36:01",37,40,7
524,1806,442,"2018-09-15 21:36:01",4,17,45
525,1806,443,"2018-09-15 21:36:01",3,43,17
526,1806,444,"2018-09-15 21:36:01",17,8,50
527,1806,445,"2018-09-15 21:36:01",18,38,16
528,1806,446,"2018-09-15 21:36:01",47,46,43
529,1806,447,"2018-09-15 21:36:01",4,44,13
