plm_m_oid,plm_oid,plm_m_id,plm_i_name,plm_i_createtime,plm_i_checkintime,plm_cailiao,plm_checkintime,plm_weight,plm_wllx,plm_wlly,plm_guige,plm_gylx
38,38,38,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",65.36264279190989,企标件,自制,NULL,NULL
39,39,39,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",16.277710696655166,产品配套,外协,NULL,NULL
40,40,40,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",33.457797155382295,专用部件,自制,NULL,NULL
41,41,41,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",3.319542348591875,机加件,自制,NULL,NULL
42,42,42,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",93.05947064366944,机加件,外协,NULL,NULL
43,43,43,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",63.764445341192975,专用零件,外协,NULL,NULL
44,44,44,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",15.242492840272249,国标件,自制,NULL,NULL
45,45,45,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",37.64654056190512,国标件,外协,NULL,NULL
46,46,46,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",18.42306505595568,机加件,外购,NULL,NULL
47,47,47,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",73.03855310155124,专用零件,外协,NULL,NULL
48,48,48,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",4.277783906908061,国标件,自制,NULL,NULL
49,49,49,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",14.110197465208207,企标件,自制,NULL,NULL
50,50,50,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",76.98612219561011,企标件,外协,NULL,NULL
51,51,51,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",34.47142923095128,产品配套,自制,NULL,NULL
52,52,52,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",32.42711512626465,专用零件,自制,NULL,NULL
53,53,53,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",60.06993032715773,专用零件,外协,NULL,NULL
54,54,54,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",88.92883236458434,产品配套,自制,NULL,NULL
55,55,55,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",6.574665225040011,机加件,外购,NULL,NULL
56,56,56,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",26.367186083280856,机加件,自制,NULL,NULL
57,57,57,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",69.02673751064222,非标外购件,外购,NULL,NULL
58,58,58,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",70.24935509409586,企标件,外购,NULL,NULL
59,59,59,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",74.34063318149046,专用部件,外协,NULL,NULL
60,60,60,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",29.140365456790875,机加件,外购,NULL,NULL
61,61,61,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",83.30065915401825,国标件,自制,NULL,NULL
62,62,62,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",20.416056021464023,专用部件,外购,NULL,NULL
63,63,63,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",77.29146827068558,专用部件,自制,NULL,NULL
64,64,64,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",67.04222618451699,企标件,外购,NULL,NULL
65,65,65,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",9.680197401479006,机加件,自制,NULL,NULL
66,66,66,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",85.24341771471227,专用部件,外购,NULL,NULL
67,67,67,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",52.998001782196184,非标外购件,自制,NULL,NULL
68,68,68,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",54.19696419557554,国标件,外协,NULL,NULL
69,69,69,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",63.170096750397384,机加件,自制,NULL,NULL
70,70,70,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",44.06261864632172,企标件,外购,NULL,NULL
71,71,71,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",31.365080379258735,机加件,自制,NULL,NULL
72,72,72,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",57.07260366781471,非标外购件,外购,NULL,NULL
73,73,73,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",63.98547843963473,专用零件,外购,NULL,NULL
74,74,74,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",43.716534505350744,非标外购件,自制,NULL,NULL
75,75,75,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",69.25269309421356,机加件,外购,NULL,NULL
76,76,76,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",99.6866548723668,非标外购件,外协,NULL,NULL
77,77,77,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",32.47022023070178,专用部件,外协,NULL,NULL
78,78,78,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",0.9681992565134689,专用零件,外购,NULL,NULL
79,79,79,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",90.7007103364083,产品配套,外协,NULL,NULL
80,80,80,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",71.22628549753559,国标件,自制,NULL,NULL
81,81,81,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",13.06153778561594,专用部件,自制,NULL,NULL
82,82,82,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",22.810783253003308,国标件,自制,NULL,NULL
83,83,83,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",80.56822298517113,专用部件,外购,NULL,NULL
84,84,84,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",61.09908593948552,产品配套,自制,NULL,NULL
85,85,85,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",85.11686999042655,产品配套,外购,NULL,NULL
86,86,86,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",90.35540762471152,专用零件,外协,NULL,NULL
87,87,87,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",22.87718553326865,国标件,自制,NULL,NULL
88,88,88,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",87.38069169085318,企标件,外协,NULL,NULL
89,89,89,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",56.65304903682918,非标外购件,外购,NULL,NULL
90,90,90,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",55.15449127651168,国标件,外购,NULL,NULL
91,91,91,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",46.24784520467852,国标件,外购,NULL,NULL
92,92,92,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",49.05477468270123,非标外购件,自制,NULL,NULL
93,93,93,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",13.750739625700614,国标件,外购,NULL,NULL
94,94,94,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",45.6603713773499,专用部件,外购,NULL,NULL
95,95,95,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",0.14231856721874658,产品配套,自制,NULL,NULL
96,96,96,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",7.611559585309758,产品配套,外购,NULL,NULL
97,97,97,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",41.537111258220115,非标外购件,外购,NULL,NULL
98,98,98,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",98.55323687795219,专用零件,外购,NULL,NULL
99,99,99,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",97.4212738289106,国标件,自制,NULL,NULL
100,100,100,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",22.255120408258623,产品配套,外购,NULL,NULL
101,101,101,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",77.36438036487941,专用部件,自制,NULL,NULL
102,102,102,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",33.00745096080227,产品配套,外协,NULL,NULL
103,103,103,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",19.836542540878032,企标件,外协,NULL,NULL
104,104,104,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",13.067348047445183,专用部件,外协,NULL,NULL
105,105,105,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",32.43061408807642,专用部件,外购,NULL,NULL
106,106,106,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",24.329020324097172,专用零件,外购,NULL,NULL
107,107,107,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",88.4301743902808,产品配套,自制,NULL,NULL
108,108,108,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",80.7583019704635,企标件,外协,NULL,NULL
109,109,109,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",86.62919616932263,专用零件,外购,NULL,NULL
110,110,110,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",31.690937173809207,非标外购件,外购,NULL,NULL
111,111,111,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",93.20531598809293,企标件,外协,NULL,NULL
112,112,112,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",5.526566843600255,机加件,外协,NULL,NULL
113,113,113,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",47.67520037057522,企标件,自制,NULL,NULL
114,114,114,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",9.785218204519474,专用零件,自制,NULL,NULL
115,115,115,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",66.09260139196444,国标件,自制,NULL,NULL
116,116,116,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",89.11188724008048,专用零件,外协,NULL,NULL
117,117,117,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",13.46711054480072,产品配套,外购,NULL,NULL
118,118,118,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",22.34666703612549,专用零件,外协,NULL,NULL
119,119,119,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",59.8422539929478,机加件,外购,NULL,NULL
120,120,120,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",96.98256113671917,机加件,外协,NULL,NULL
121,121,121,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",63.26638556019769,产品配套,外协,NULL,NULL
122,122,122,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",34.468689501933,专用零件,外协,NULL,NULL
123,123,123,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",8.275609576475029,国标件,外协,NULL,NULL
124,124,124,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",15.062591967000994,机加件,外购,NULL,NULL
125,125,125,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",29.540607285020492,专用零件,外购,NULL,NULL
126,126,126,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",53.976708545258234,机加件,外协,NULL,NULL
127,127,127,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",30.98678180866169,专用零件,外购,NULL,NULL
128,128,128,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",81.86180738940665,企标件,自制,NULL,NULL
129,129,129,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",38.08250921756656,机加件,外购,NULL,NULL
130,130,130,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",21.346132709299415,机加件,外协,NULL,NULL
131,131,131,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",85.01463996471375,非标外购件,外购,NULL,NULL
132,132,132,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",17.225523536085095,机加件,外协,NULL,NULL
133,133,133,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",95.40307136054639,非标外购件,自制,NULL,NULL
134,134,134,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",14.818187128964277,非标外购件,自制,NULL,NULL
135,135,135,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",44.30439367016371,非标外购件,自制,NULL,NULL
136,136,136,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",38.24480648985064,机加件,自制,NULL,NULL
137,137,137,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",34.093255819253244,专用零件,外购,NULL,NULL
138,138,138,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",62.450723354162704,专用零件,外购,NULL,NULL
139,139,139,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",27.254805892424972,企标件,外购,NULL,NULL
140,140,140,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",7.395404192475241,非标外购件,自制,NULL,NULL
141,141,141,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",82.21666421488128,企标件,自制,NULL,NULL
142,142,142,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",66.74817464940604,机加件,自制,NULL,NULL
143,143,143,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",25.883607059972014,专用部件,外购,NULL,NULL
144,144,144,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",4.602526626035274,专用部件,自制,NULL,NULL
145,145,145,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",3.2119850118714877,机加件,外购,NULL,NULL
146,146,146,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",72.10013954402228,专用部件,外协,NULL,NULL
147,147,147,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",50.69263260077638,专用零件,外购,NULL,NULL
148,148,148,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",51.836168403828566,企标件,外购,NULL,NULL
149,149,149,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",95.30656514992907,国标件,自制,NULL,NULL
150,150,150,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",77.76393603512723,专用部件,外购,NULL,NULL
151,151,151,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",94.68639924232227,非标外购件,自制,NULL,NULL
152,152,152,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",27.564050161020248,专用部件,外购,NULL,NULL
153,153,153,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",45.10507628806418,国标件,自制,NULL,NULL
154,154,154,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",58.41799329585472,产品配套,外购,NULL,NULL
155,155,155,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",42.737120189552854,专用部件,自制,NULL,NULL
156,156,156,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",67.87554150969507,产品配套,自制,NULL,NULL
157,157,157,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",86.63594204192555,专用零件,自制,NULL,NULL
158,158,158,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",6.62665616490179,专用零件,外协,NULL,NULL
159,159,159,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",40.032300530672906,机加件,外购,NULL,NULL
160,160,160,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",27.4566531810271,产品配套,外购,NULL,NULL
161,161,161,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",18.39737048928074,机加件,外协,NULL,NULL
162,162,162,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",10.97480304828473,产品配套,外协,NULL,NULL
163,163,163,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",4.195364829994275,专用部件,外协,NULL,NULL
164,164,164,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",40.791607791195005,专用零件,外购,NULL,NULL
165,165,165,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",39.4585446637301,企标件,外购,NULL,NULL
166,166,166,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",5.45862448449207,产品配套,外协,NULL,NULL
167,167,167,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",88.35351140633526,机加件,外购,NULL,NULL
168,168,168,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",56.56592339418608,非标外购件,外协,NULL,NULL
169,169,169,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",69.09158853856825,机加件,自制,NULL,NULL
170,170,170,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",41.24417768642543,产品配套,外协,NULL,NULL
171,171,171,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",83.17307004159514,机加件,外购,NULL,NULL
172,172,172,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",62.91013470505907,非标外购件,外购,NULL,NULL
173,173,173,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",60.82503467728674,国标件,自制,NULL,NULL
174,174,174,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",85.24272008170907,产品配套,自制,NULL,NULL
175,175,175,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",91.58040176130233,产品配套,自制,NULL,NULL
176,176,176,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",40.178588190683875,国标件,外协,NULL,NULL
177,177,177,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",14.347840462550366,专用部件,外购,NULL,NULL
178,178,178,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",9.647897837308527,国标件,自制,NULL,NULL
179,179,179,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",86.9235767927806,企标件,自制,NULL,NULL
180,180,180,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",99.11070083204191,企标件,外协,NULL,NULL
181,181,181,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",34.71558933159498,专用部件,外购,NULL,NULL
182,182,182,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",67.44834053373387,企标件,自制,NULL,NULL
183,183,183,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",57.608655844952686,专用零件,自制,NULL,NULL
184,184,184,板,"2018-09-15 21:36:01","2018-09-15 21:36:01",板,"2018-09-15 21:36:01",51.70394172924566,机加件,自制,NULL,NULL
